,단어명,사회 빈도수
1757,표명,9
1758,쟁점,9
1759,파주,9
1760,장서,9
1761,악마,9
1762,명절,9
1763,여경,9
1764,산재,9
1765,전날,9
1766,아프리카,9
1767,계좌,9
1768,주변,9
1769,염동열,9
1770,집중호우,9
1771,배치,9
1772,파악,9
1773,신촌,9
1774,황창규,9
1775,셰프,9
1776,효성,9
1777,보료,9
1778,조현준,9
1779,선거운동,9
1780,휴식,9
1781,매장,9
1782,싱가포르,9
1783,재벌,9
1784,서해,9
1785,열차,9
1786,호남,9
1787,디테일,9
1788,중계,9
1789,정기,9
1790,테러,9
1791,투자자,9
1792,오사카,9
1793,총영사,9
1794,종업원,9
1795,민중,9
1796,이현동,9
1797,상납,9
1798,프레,9
1799,고리,9
1800,자외선,9
1801,고준희,9
1802,홍준표,9
1803,유흥주점,9
1804,로비,9
1805,매크로,9
1806,활주로,9
1807,오메가,9
1808,조종사,9
1809,사표,9
1810,라운지,9
1811,김윤옥,9
1812,일주일,8
1813,그날,8
1814,퇴학,8
1815,부가,8
1816,우승,8
1817,빈소,8
1818,경상,8
1819,포천,8
1820,글로벌,8
1821,중인,8
1822,비정규직,8
1823,보험료,8
1824,공약,8
1825,추돌사고,8
1826,음란물,8
1827,수상,8
1828,워크숍,8
1829,파손,8
1830,대체복무,8
1831,높이,8
1832,지능,8
1833,악화,8
1834,실망,8
1835,신경,8
1836,회삿돈,8
1837,물류,8
1838,교육감,8
1839,협상,8
1840,노량진,8
1841,반납,8
1842,청계천,8
1843,한인,8
1844,제동,8
1845,충남,8
1846,사과문,8
1847,승소,8
1848,실탄,8
1849,한림원,8
1850,다툼,8
1851,인재,8
1852,육아휴직,8
1853,적자,8
1854,환영,8
1855,조덕제,8
1856,전북,8
1857,기무사,8
1858,진입,8
1859,세습,8
1860,접근,8
1861,위증,8
1862,래퍼,8
1863,여권,8
1864,한밤,8
1865,맞춤,8
1866,조문,8
1867,장사,8
1868,손실,8
1869,신성일,8
1870,트럭,8
1871,해안,8
1872,업무방해,8
1873,해역,8
1874,농도,8
1875,시비,8
1876,상사,8
1877,심판,8
1878,이정희,8
1879,공산주의,8
1880,한낮,8
1881,증인,8
1882,안팎,8
1883,불명,8
1884,친모,8
1885,봇물,8
1886,포르노,8
1887,고통,8
1888,이재록,8
1889,개막,8
1890,걸그룹,8
1891,국감,8
1892,탈북자,8
1893,명품,8
1894,위법,8
1895,지옥,8
1896,깜짝,8
1897,자신,8
1898,실험,8
1899,나은미,8
1900,진로,8
1901,자산,8
1902,파트너,8
1903,탈북민,8
1904,킹크랩,8
1905,언제,8
1906,제외,8
1907,기회,8
1908,캐나다,8
1909,정신병원,8
1910,고백,8
1911,과일,8
1912,전관예우,8
1913,프로야구,8
1914,난방,8
1915,우울증,8
1916,혼란,8
1917,결백,8
1918,프로,8
1919,약물,8
1920,신속,8
1921,공지영,8
1922,독도,8
1923,내용,8
1924,개척,8
1925,일반,8
1926,달리,8
1927,형제,8
1928,상상,8
1929,개봉,8
1930,영광,8
1931,헌법소원,8
1932,일지,8
1933,교육청,8
1934,스리랑카인,8
1935,구멍,8
1936,조선일보,8
1937,신체,8
1938,한글,8
1939,맑은,8
1940,혈액,8
1941,물컵,8
1942,오해,8
1943,대만,8
1944,성인,8
1945,대질,8
1946,반입,8
1947,제품,8
1948,모습,8
1949,펜스,8
1950,작곡가,8
1951,농촌,8
1952,인력,8
1953,관광,8
1954,행동,8
1955,유산,8
1956,무근,8
1957,북부,8
1958,군인,8
1959,민정,8
1960,열애,8
1961,입학,8
1962,행정관,8
1963,의미,8
1964,정식,8
1965,삼척,8
1966,바닥,8
1967,운명,8
1968,중학생,8
1969,대비,8
1970,뺑소니,8
1971,재심,8
1972,체험,8
1973,구간,8
1974,제명,8
1975,서초,8
1976,취하,8
1977,주행,8
1978,암호,8
1979,분야,8
1980,음료,8
1981,상가,8
1982,슈뢰더,8
1983,출판,8
1984,대북,8
1985,시사,8
1986,부터,8
1987,기지,8
1988,누군가,8
1989,스마트,8
1990,전망,8
1991,확진,8
1992,압축,8
1993,남북정상회담,8
1994,리콜,8
1995,유리,8
1996,농장,8
1997,금고,8
1998,후회,8
1999,화가,8
2000,전기,8
2001,기내,8
2002,은수미,8
2003,유착,8
2004,공포,8
2005,스폰서,8
2006,찜질방,8
2007,패혈증,8
2008,쇼트트랙,8
2009,박항서,8
2010,작품,8
2011,충청,8
2012,무릎,8
2013,피고인,8
2014,옥탑방,8
2015,결함,8
2016,지리산,8
2017,부동산,8
2018,목표,8
2019,재건축,8
2020,임기,8
2021,자해,8
2022,여왕,8
2023,선거법,8
2024,세기,8
2025,동창회,8
2026,청소,8
2027,바늘,8
2028,천국,8
2029,이팔성,8
2030,초청,8
2031,참고인,8
2032,누드,8
2033,검경,8
2034,시계,8
2035,최측근,8
2036,업주,8
2037,도시락,8
2038,이우현,8
2039,헌금,8
2040,외대,8
2041,참여연대,8
2042,위력,8
2043,선박,8
2044,유영,8
2045,주목,8
2046,인방,8
2047,보고서,8
2048,모닝,8
2049,이채필,8
2050,쁘라삐룬,8
2051,촉구,8
2052,보안,8
2053,김진,8
2054,홀로,8
2055,웹툰,8
2056,태블릿,8
2057,참모,8
2058,녹음,8
2059,미세,8
2060,함영주,8
2061,연명,8
2062,이승훈,8
2063,패럴림픽,8
2064,개막식,8
2065,준희,8
2066,연봉,7
2067,승차,7
2068,억원,7
2069,전하,7
2070,감사원,7
2071,외한,7
2072,이병기,7
2073,규호,7
2074,기본,7
2075,보건,7
2076,접대,7
2077,현수막,7
2078,고려대,7
2079,해운대,7
2080,안산,7
2081,투병,7
2082,온라인,7
2083,방안,7
2084,수장,7
2085,원칙,7
2086,서울중앙지법,7
2087,유통,7
2088,회수,7
2089,재미,7
2090,폭발사고,7
2091,미제,7
2092,오토바이,7
2093,타살,7
2094,여당,7
2095,대학가,7
2096,눈치,7
2097,사생활,7
2098,등록,7
2099,강남구,7
2100,모친상,7
2101,장교,7
2102,뇌물수수,7
2103,문학상,7
2104,사법권,7
2105,드론,7
2106,필수,7
2107,사우나,7
2108,연대,7
2109,수여,7
2110,영국,7
2111,손배,7
2112,불허,7
2113,대치,7
2114,촛불,7
2115,사체,7
2116,포스코,7
2117,구역,7
2118,수배,7
2119,현역,7
2120,터키,7
2121,덕분,7
2122,서쪽,7
2123,바이러스,7
2124,공헌,7
2125,혜경궁,7
2126,시효,7
2127,편집,7
2128,냉면,7
2129,파열,7
2130,리벤지,7
2131,후임,7
2132,빗발,7
2133,연하,7
2134,기적,7
2135,신한은행,7
2136,부하,7
2137,실시간,7
2138,위자료,7
2139,청주,7
2140,시속,7
2141,관측,7
2142,직업,7
2143,다단계,7
2144,참변,7
2145,고양이,7
2146,번지,7
2147,소통,7
2148,가전,7
2149,표절,7
2150,공군,7
2151,시절,7
2152,스리랑카,7
2153,서명,7
2154,시청,7
2155,전자담배,7
2156,만찬,7
2157,경험,7
2158,박수,7
2159,게이트,7
2160,의문,7
2161,기증,7
2162,초기,7
2163,오리온,7
2164,루머,7
2165,방법,7
2166,유성,7
2167,강남역,7
2168,박물관,7
2169,진진,7
2170,공공기관,7
2171,브레이크,7
2172,통진당,7
2173,해킹,7
2174,경위,7
2175,규탄,7
2176,헌법,7
2177,행선,7
2178,선배,7
2179,지정,7
2180,한복,7
2181,담당,7
2182,젊은이,7
2183,신축,7
2184,대한,7
2185,불기소,7
2186,반응,7
2187,건립,7
2188,모금,7
2189,기습,7
2190,본인,7
2191,전면,7
2192,여대생,7
2193,영진,7
2194,언론사,7
2195,성형,7
2196,외과,7
2197,시술,7
2198,체육,7
2199,보류,7
2200,인물,7
2201,아동학대,7
2202,코스,7
2203,제로,7
2204,여친,7
2205,돌입,7
2206,금감원,7
2207,심각,7
2208,상징,7
2209,공안,7
2210,파리,7
2211,위장,7
2212,반출,7
2213,과실,7
2214,사안,7
2215,원희룡,7
2216,외신,7
2217,지점,7
2218,풍경,7
2219,갑자기,7
2220,유기농,7
2221,치킨,7
2222,미군,7
2223,사례,7
2224,치사,7
2225,소화,7
2226,방지,7
2227,정리,7
2228,남아,7
2229,감축,7
2230,정선,7
2231,접수,7
2232,무궁화,7
2233,유공,7
2234,김소연,7
2235,개편,7
2236,강수량,7
2237,남동,7
2238,남자친구,7
2239,물건,7
2240,교회,7
2241,자원부,7
2242,고객,7
2243,불만,7
2244,충북,7
2245,코레일,7
2246,예보,7
2247,당선,7
2248,규정,7
2249,프로그램,7
2250,작성,7
2251,비행기,7
2252,콩쿠르,7
2253,망명,7
2254,비서실,7
2255,여객선,7
2256,해경,7
2257,전후,7
2258,몽골,7
2259,옥상,7
2260,조심,7
2261,먹방,7
2262,의학,7
2263,민족,7
2264,퇴근길,7
2265,사하라,7
2266,손가락,7
2267,활용,7
2268,덕수궁,7
2269,노선,7
2270,사인,7
2271,프리,7
2272,미식,7
2273,비영리,7
2274,통로,7
2275,변신,7
2276,출산율,7
2277,로또,7
2278,인종차별,7
2279,김영란,7
2280,차이,7
2281,불가,7
2282,변기,7
2283,여론조작,7
2284,스프링클러,7
2285,문체부,7
2286,경비,7
2287,그것,7
2288,특급,7
2289,운항,7
2290,선선,7
2291,간판,7
2292,열사,7
2293,세브란스병원,7
2294,박카스,7
2295,수면,7
2296,마린,7
2297,방배,7
2298,중년,7
2299,설명,7
2300,비상구,7
2301,안정,7
2302,이탈리아,7
2303,평택,7
2304,사정,7
2305,백원우,7
2306,중산층,7
2307,입대,7
2308,하나요,7
2309,영재,7
2310,항공,7
2311,인공,7
2312,지하,7
2313,회담,7
2314,외국,7
2315,대입,7
2316,가로,7
2317,파출소,7
2318,무기,7
2319,임박,7
2320,최인호,7
2321,매년,7
2322,체포영장,7
2323,지수,7
2324,유령,7
2325,영동,7
2326,신호,7
2327,재해,7
2328,내주,7
2329,영천,7
2330,번호,7
2331,최악,7
2332,독대,7
2333,박종철,7
2334,추궁,7
2335,금괴,7
2336,출마,7
2337,현안,7
2338,장병,7
2339,해수부,7
2340,터널,7
2341,무사,7
2342,태아,7
2343,비밀,7
2344,정호,7
2345,근로시간,7
2346,브로커,7
2347,친부,7
2348,이철성,7
2349,사전,7
2350,남재준,7
2351,아이스하키,7
2352,사제,7
2353,경호,7
2354,구본무,7
2355,괴담,7
2356,오피스텔,7
2357,임은정,7
2358,단일,7
2359,단백질,7
2360,흡수,7
2361,관절,7
2362,핫이슈,7
2363,한미,7
2364,상위,7
2365,황운하,7
2366,곽도원,7
2367,오달수,7
2368,청주대,7
2369,메달,7
2370,박중현,7
2371,고현정,7
2372,자치,6
2373,모임,6
2374,최태원,6
2375,빗방울,6
2376,기업인,6
2377,안심,6
2378,성문,6
2379,게시,6
2380,종북,6
2381,후속,6
2382,방위,6
2383,납품,6
2384,매출,6
2385,통행료,6
2386,할아버지,6
2387,윤창,6
2388,무상,6
2389,차기,6
2390,상인,6
2391,이전,6
2392,불가피,6
2393,잡고,6
2394,여교사,6
2395,묵인,6
2396,시내버스,6
2397,거제,6
2398,조선족,6
2399,사격장,6
2400,유튜브,6
2401,주춤,6
2402,공로,6
2403,매달,6
2404,영호,6
2405,유치장,6
2406,행각,6
2407,외면,6
2408,위조,6
2409,다수,6
2410,사살,6
2411,포획,6
2412,촛불집회,6
2413,개장,6
2414,수산시장,6
2415,영화계,6
2416,의자,6
2417,비자,6
2418,요양,6
2419,배신,6
2420,도중,6
2421,공직선거법,6
2422,영구,6
2423,박탈,6
2424,운전기사,6
2425,황제,6
2426,다소,6
2427,열쇠,6
2428,신화,6
2429,저수지,6
2430,춘천,6
2431,사각,6
2432,비핵화,6
2433,명중,6
2434,폐기,6
2435,마치,6
2436,쇼핑,6
2437,압력,6
2438,주가조작,6
2439,누명,6
2440,군대,6
2441,메모,6
2442,상수,6
2443,판례,6
2444,문득,6
2445,다섯,6
2446,골목,6
2447,소화기,6
2448,판빙빙,6
2449,금강,6
2450,합법,6
2451,세이프,6
2452,고심,6
2453,일방,6
2454,공간,6
2455,공동체,6
2456,변화,6
2457,파산,6
2458,페이스북,6
2459,텀블러,6
2460,휴대전화,6
2461,안동,6
2462,사무소,6
2463,폭설,6
2464,의대,6
2465,수송기,6
2466,무조건,6
2467,강원도,6
2468,사립,6
2469,노리,6
2470,월간,6
2471,곰탕,6
2472,공기,6
2473,대결,6
2474,정정,6
2475,도지사,6
2476,콘서트,6
2477,체육관,6
2478,공감,6
2479,골프장,6
2480,상품권,6
2481,지적,6
2482,탄원서,6
2483,생태계,6
2484,상식,6
2485,식이,6
2486,이미경,6
2487,결핵,6
2488,캠프,6
2489,출생,6
2490,유치,6
2491,실체,6
2492,실태,6
2493,안개,6
2494,브랜드,6
2495,맥아더,6
2496,박지원,6
2497,방조,6
2498,이혼소송,6
2499,배우자,6
2500,조합원,6
2501,동남아,6
2502,복면,6
2503,여인,6
2504,여동생,6
2505,현재,6
2506,공급,6
2507,화제,6
2508,단풍,6
2509,부탁,6
2510,사적,6
2511,인증샷,6
2512,통합,6
2513,동참,6
2514,신설,6
2515,화물차,6
2516,건축가,6
2517,조항,6
2518,강정,6
2519,최선,6
2520,잔치,6
2521,비방,6
2522,카카오,6
2523,장악,6
2524,승부,6
2525,예방접종,6
2526,깊이,6
2527,역풍,6
2528,겨냥,6
2529,열풍,6
2530,디자이너,6
2531,헌혈,6
2532,장치,6
2533,주역,6
2534,취급,6
2535,침몰,6
2536,정류장,6
2537,저술,6
2538,퇴사,6
2539,위로,6
2540,이재만,6
2541,파행,6
2542,송유관,6
2543,반복,6
2544,회생,6
2545,치유,6
2546,문서,6
2547,닥터,6
2548,호기심,6
2549,노쇼,6
2550,법도,6
2551,교과서,6
2552,불꽃,6
2553,발화,6
2554,엄벌,6
2555,이상호,6
2556,지나,6
2557,마취,6
2558,재민,6
2559,수십,6
2560,부패,6
2561,경선,6
2562,동부,6
2563,재계,6
2564,블록,6
2565,체인,6
2566,화해,6
2567,먹이,6
2568,시안,6
2569,장학재단,6
2570,가세,6
2571,고기,6
2572,화장,6
2573,퇴근,6
2574,방어,6
2575,학년,6
2576,시그널,6
2577,승계,6
2578,전통,6
2579,심리,6
2580,욕망,6
2581,전단,6
2582,뮤지컬,6
2583,일상,6
2584,주원,6
2585,학술원,6
2586,외교,6
2587,패션,6
2588,과학자,6
2589,자식,6
2590,손주,6
2591,논쟁,6
2592,유엔,6
2593,졸업,6
2594,마늘,6
2595,페미니즘,6
2596,요리,6
2597,명당,6
2598,공모전,6
2599,만료,6
2600,독감,6
2601,자원,6
2602,비극,6
2603,식사,6
2604,영수증,6
2605,외상,6
2606,골절,6
2607,숫자,6
2608,계란,6
2609,증세,6
2610,익명,6
2611,물어,6
2612,연예인,6
2613,송선미,6
2614,밀접,6
2615,당시,6
2616,지위,6
2617,회고록,6
2618,중환자실,6
2619,연료,6
2620,경쟁률,6
2621,특허,6
2622,이산화탄소,6
2623,만화가,6
2624,명문,6
2625,이사회,6
2626,빌딩,6
2627,명도,6
2628,실제,6
2629,엘리베이터,6
2630,이찬오,6
2631,혁명,6
2632,이서,6
2633,아시안,6
2634,의정부,6
2635,세종시,6
2636,의도,6
2637,이낙연,6
2638,현실,6
2639,대중교통,6
2640,사흘,6
2641,민국,6
2642,축복,6
2643,인하대,6
2644,소주,6
2645,수년,6
2646,주먹,6
2647,생활,6
2648,박훈,6
2649,소설,6
2650,심정,6
2651,전혀,6
2652,자동,6
2653,소셜,6
2654,길거리,6
2655,국가인권위,6
2656,사자,6
2657,금전,6
2658,수익,6
2659,전과,6
2660,디지털,6
2661,쓰기,6
2662,부활,6
2663,부천,6
2664,제압,6
2665,연결,6
2666,편의,6
2667,환기,6
2668,괴한,6
2669,좌파,6
2670,진에어,6
2671,내야,6
2672,관사,6
2673,여가부,6
2674,수행,6
2675,분리수거,6
2676,대규모,6
2677,화물선,6
2678,현대차,6
2679,무고죄,6
2680,조기,6
2681,불이익,6
2682,보트,6
2683,물의,6
2684,송환,6
2685,논문,6
2686,목격자,6
2687,겜린,6
2688,유라,6
2689,민갑룡,6
2690,에쿠스,6
2691,초과,6
2692,도모,6
2693,코끼리,6
2694,제발,6
2695,발간,6
2696,금메달,6
2697,제도,6
2698,섭취,6
2699,유임,6
2700,지구,6
2701,근거,6
2702,고층,6
2703,농가,6
2704,중경상,6
2705,정의,6
2706,엘리엇,6
2707,패륜,6
2708,호기,6
2709,블랙,6
2710,하우스,6
2711,강간,6
2712,국선,6
2713,병장,6
2714,합헌,6
2715,태운,6
2716,포털,6
2717,면담,6
2718,국선변호인,6
2719,환수,6
2720,주름,6
2721,상균,6
2722,수지,6
2723,이별,6
2724,그릇,6
2725,철수,6
2726,애국지사,6
2727,하이,6
2728,임플란트,6
2729,신해철,6
2730,흥인지문,6
2731,부문,6
2732,노로바이러스,6
2733,단서,6
2734,정호영,6
2735,정현옥,5
2736,조희연,5
2737,강성훈,5
2738,경찰대,5
2739,두산,5
2740,인수,5
2741,이용주,5
2742,지상파,5
2743,필요성,5
2744,김학의,5
2745,격려,5
2746,국보법,5
2747,상무,5
2748,중부내륙,5
2749,부과,5
2750,언니,5
2751,서울시장,5
2752,호씨,5
2753,탈락,5
2754,관절염,5
2755,기대,5
2756,국과수,5
2757,한국사,5
2758,테니스,5
2759,거의,5
2760,인권위,5
2761,기숙사,5
2762,표적,5
2763,중학교,5
2764,지구대,5
2765,테크,5
2766,안경,5
2767,내면,5
2768,물바다,5
2769,생후,5
2770,동포,5
2771,망신,5
2772,오빠,5
2773,소방대,5
2774,일본인,5
2775,자영,5
2776,알리,5
2777,엽기,5
2778,유발,5
