,단어명,경제 빈도수
1753,차원,21
1754,불가,21
1755,입증,21
1756,보통주,21
1757,타격,21
1758,향후,21
1759,운전자,21
1760,커머스,21
1761,컴투스,21
1762,미만,21
1763,산다,21
1764,법정,21
1765,수제,21
1766,심의,21
1767,개정안,21
1768,복구,21
1769,직구,21
1770,트리,21
1771,하남,21
1772,경기도,21
1773,통장,21
1774,실험,21
1775,무상,21
1776,개발자,21
1777,제거,21
1778,씨티,21
1779,한숨,21
1780,단말기,21
1781,실전,21
1782,빙그레,21
1783,지자체,21
1784,경제성장률,21
1785,머스크,21
1786,비판,21
1787,수리,21
1788,문턱,21
1789,코레일,21
1790,경력,21
1791,혼란,21
1792,행정,21
1793,공룡,21
1794,지갑,21
1795,기증,21
1796,한정,21
1797,소액,21
1798,자금세탁,21
1799,안내,21
1800,알뜰폰,21
1801,상위,21
1802,등급,21
1803,부부,21
1804,메르스,21
1805,청소,21
1806,단속,21
1807,매일,21
1808,발주,21
1809,시공사,21
1810,통제,21
1811,대우전자,21
1812,발사,20
1813,흥행,20
1814,컨퍼런스,20
1815,오강,20
1816,파티,20
1817,불가피,20
1818,도움,20
1819,경연,20
1820,플루,20
1821,웹툰,20
1822,저가,20
1823,각자,20
1824,금융시장,20
1825,파악,20
1826,최우수,20
1827,지도,20
1828,봉사,20
1829,웅진,20
1830,위스키,20
1831,제강,20
1832,손경,20
1833,러닝,20
1834,의자,20
1835,언제,20
1836,향상,20
1837,높이,20
1838,시급,20
1839,관광객,20
1840,사무실,20
1841,영역,20
1842,이동혁,20
1843,풀꽃,20
1844,박원순,20
1845,확충,20
1846,수용,20
1847,캐피탈,20
1848,동양,20
1849,봇물,20
1850,과정,20
1851,국장,20
1852,경차,20
1853,바디,20
1854,거주,20
1855,배틀,20
1856,수소차,20
1857,라오스,20
1858,과장,20
1859,산전,20
1860,법안,20
1861,고성능,20
1862,예비,20
1863,제과,20
1864,세미나,20
1865,스타일,20
1866,독자,20
1867,클래스,20
1868,재료,20
1869,폭등,20
1870,모델링,20
1871,경계,20
1872,판결,20
1873,맛집,20
1874,야쿠르트,20
1875,비서,20
1876,이색,20
1877,가짜,20
1878,대한,20
1879,불발,20
1880,승계,20
1881,사의,20
1882,유명,20
1883,캄보디아,20
1884,성과급,20
1885,조현민,20
1886,성동,20
1887,리플,20
1888,최근,19
1889,홀로,19
1890,하강,19
1891,선행,19
1892,포항,19
1893,행보,19
1894,유증,19
1895,농심,19
1896,방어,19
1897,마스크,19
1898,수정,19
1899,원자력,19
1900,자급,19
1901,프레,19
1902,어비스,19
1903,내용,19
1904,모색,19
1905,제대로,19
1906,혁명,19
1907,불똥,19
1908,풍향계,19
1909,자격,19
1910,보조금,19
1911,오프라인,19
1912,홍삼,19
1913,채널,19
1914,송도,19
1915,최정우,19
1916,불만,19
1917,피해자,19
1918,스틸,19
1919,차질,19
1920,비행,19
1921,상금,19
1922,제동,19
1923,중형,19
1924,코웨이,19
1925,벤처스,19
1926,반값,19
1927,우대,19
1928,선호,19
1929,행동,19
1930,중개,19
1931,댓글,19
1932,부채,19
1933,컴퓨터,19
1934,마이,19
1935,시마,19
1936,닷새,19
1937,절벽,19
1938,접목,19
1939,외식,19
1940,발간,19
1941,수원,19
1942,폐업,19
1943,테크노,19
1944,증정,19
1945,방탄소년단,19
1946,궐련,19
1947,임시,19
1948,당뇨,19
1949,절감,19
1950,용품,19
1951,담배,19
1952,사이,19
1953,충돌,19
1954,규명,19
1955,해외여행,19
1956,운항,19
1957,사명,19
1958,명령,19
1959,새해,19
1960,시민,18
1961,공영,18
1962,대외,18
1963,무디스,18
1964,비밀,18
1965,센서,18
1966,차이나,18
1967,모듈,18
1968,임플란트,18
1969,섬유,18
1970,사원,18
1971,처벌,18
1972,연수,18
1973,바닥,18
1974,채무,18
1975,감염,18
1976,그림,18
1977,그대로,18
1978,온도,18
1979,압력,18
1980,스스로,18
1981,아이돌,18
1982,의존,18
1983,명예,18
1984,당신,18
1985,투쟁,18
1986,전수,18
1987,유방암,18
1988,우유,18
1989,페스,18
1990,가시,18
1991,파괴,18
1992,감자,18
1993,유예,18
1994,시점,18
1995,현상,18
1996,보류,18
1997,독감,18
1998,대거,18
1999,뮤직,18
2000,급성,18
2001,집행,18
2002,무슨,18
2003,배치,18
2004,지출,18
2005,재활용,18
2006,전지,18
2007,편집,18
2008,상업,18
2009,유위,18
2010,걸음,18
2011,원칙,18
2012,단위,18
2013,식당,18
2014,커뮤니케이션,18
2015,대미,18
2016,하자,18
2017,학생,18
2018,서버,18
2019,택지,18
2020,이슈,18
2021,근거,18
2022,비교,18
2023,촉법,18
2024,의지,18
2025,고공,18
2026,입지,18
2027,노총,18
2028,동안,18
2029,무협,18
2030,범위,18
2031,행위,18
2032,농식품부,18
2033,추위,18
2034,맥도날드,18
2035,싼타페,18
2036,발탁,17
2037,움직임,17
2038,건수,17
2039,알짜,17
2040,하이브리드,17
2041,포스트,17
2042,신한카드,17
2043,세수,17
2044,초고,17
2045,밥캣,17
2046,당뇨병,17
2047,측정,17
2048,재발,17
2049,마스터,17
2050,의협,17
2051,최신,17
2052,갤러리아,17
2053,유보,17
2054,장단,17
2055,나보타,17
2056,사막,17
2057,수석,17
2058,이동걸,17
2059,손태,17
2060,지난,17
2061,부작용,17
2062,보급,17
2063,일주일,17
2064,인류,17
2065,중외,17
2066,개성,17
2067,홍종학,17
2068,사이트,17
2069,융합,17
2070,페스티벌,17
2071,큰손,17
2072,탄생,17
2073,주인,17
2074,후퇴,17
2075,만들기,17
2076,학교,17
2077,돌파구,17
2078,장려,17
2079,관건,17
2080,풍력,17
2081,자전거,17
2082,패널,17
2083,부영,17
2084,신호,17
2085,트리플,17
2086,워치,17
2087,홈페이지,17
2088,개인정보,17
2089,김치,17
2090,보령제약,17
2091,채소,17
2092,파주,17
2093,증발,17
2094,리움,17
2095,유영민,17
2096,통보,17
2097,프로야구,17
2098,선방,17
2099,증여,17
2100,담대,17
2101,브릿지,17
2102,렌탈,17
2103,하우스,17
2104,캠퍼스,17
2105,모터,17
2106,고개,17
2107,발효,17
2108,우체국,17
2109,철강업,17
2110,체크,17
2111,재산,17
2112,머리,17
2113,프렌즈,17
2114,신용카드,17
2115,부상,17
2116,대행,17
2117,하위,17
2118,케이프,17
2119,안드로이드,17
2120,차례,17
2121,담당,17
2122,출고,17
2123,구호,17
2124,사자,17
2125,한컴,17
2126,횡령,17
2127,인터,17
2128,재벌,17
2129,직격탄,17
2130,공짜,17
2131,기구,17
2132,솔솔,17
2133,로밍,17
2134,후보자,17
2135,전날,17
2136,잘못,17
2137,거품,17
2138,은산,17
2139,책임자,17
2140,판로,17
2141,게이트,17
2142,김포,17
2143,동국제강,17
2144,상대,17
2145,대기,17
2146,경찰,17
2147,뉴욕증시,17
2148,목동,17
2149,수출입,17
2150,액면,17
2151,스위스,17
2152,통한,16
2153,유리,16
2154,기지,16
2155,휠라,16
2156,무제,16
2157,돼지,16
2158,판정,16
2159,실무,16
2160,단행,16
2161,파마,16
2162,출연,16
2163,교환,16
2164,피하,16
2165,동부,16
2166,날개,16
2167,넥스,16
2168,납부,16
2169,초대,16
2170,손님,16
2171,수면,16
2172,엔비디아,16
2173,해고,16
2174,정도,16
2175,센트럴,16
2176,워크숍,16
2177,봉사활동,16
2178,시공,16
2179,스토리,16
2180,과거,16
2181,상품권,16
2182,구입,16
2183,세균,16
2184,부광약품,16
2185,대북,16
2186,고가,16
2187,선수,16
2188,화질,16
2189,단장,16
2190,입원,16
2191,파전,16
2192,하늘,16
2193,차종,16
2194,전남,16
2195,예산안,16
2196,월성,16
2197,가이드라인,16
2198,스쿨,16
2199,지방선거,16
2200,심장,16
2201,자유,16
2202,숙박,16
2203,농산물,16
2204,일동제약,16
2205,신화,16
2206,입점,16
2207,실리콘,16
2208,초읽기,16
2209,사정,16
2210,예약판매,16
2211,프리,16
2212,축구,16
2213,스마트홈,16
2214,굴삭기,16
2215,인턴,16
2216,회계법인,16
2217,외환시장,16
2218,허위,16
2219,막판,16
2220,오뚜기,16
2221,고조,16
2222,로부터,16
2223,한국전력,16
2224,발급,16
2225,사면초가,16
2226,전공,16
2227,가세,16
2228,랩스,16
2229,미지,16
2230,엘리베이터,16
2231,유사,16
2232,흐름,16
2233,오토,16
2234,면적,16
2235,리조트,16
2236,순항,16
2237,반포,16
2238,수산물,16
2239,만남,16
2240,압수수색,16
2241,거듭,16
2242,리튬,16
2243,인접,16
2244,통신비,16
2245,한남,16
2246,국내외,16
2247,발동,16
2248,테라,15
2249,유니티,15
2250,조성진,15
2251,파월,15
2252,엔씨,15
2253,분산,15
2254,에코,15
2255,샤오미,15
2256,아토피,15
2257,모건,15
2258,면접,15
2259,경쟁률,15
2260,일산,15
2261,고의,15
2262,차주,15
2263,김광수,15
2264,커뮤니티,15
2265,시상식,15
2266,의결,15
2267,반격,15
2268,한정판,15
2269,폐기,15
2270,신생아,15
2271,가습기,15
2272,테스트,15
2273,눈물,15
2274,페북,15
2275,개관,15
2276,기아,15
2277,생중계,15
2278,조선일보,15
2279,수지,15
2280,반복,15
2281,에이,15
2282,전시장,15
2283,최강,15
2284,실효,15
2285,소아,15
2286,구멍,15
2287,까닭,15
2288,한반도,15
2289,고유,15
2290,장학금,15
2291,트론,15
2292,키트,15
2293,아시안,15
2294,온실가스,15
2295,연구개발,15
2296,자동화,15
2297,플랜,15
2298,베팅,15
2299,포장,15
2300,비만,15
2301,창원,15
2302,참사,15
2303,자기,15
2304,장착,15
2305,적립,15
2306,매력,15
2307,주사,15
2308,공조,15
2309,스페이스,15
2310,모범,15
2311,결의,15
2312,증자,15
2313,성적표,15
2314,오히려,15
2315,링크,15
2316,앞서,15
2317,전성,15
2318,탐사,15
2319,후속,15
2320,동향,15
2321,서류,15
2322,잔액,15
2323,처방,15
2324,척척,15
2325,미흡,15
2326,삼정,15
2327,건의,15
2328,용역,15
2329,조현준,15
2330,꼼수,15
2331,가율,15
2332,김현종,15
2333,티켓,15
2334,송영,15
2335,월간,15
2336,저출산,15
2337,한강,15
2338,골드,15
2339,자도,15
2340,하라,15
2341,호평,15
2342,세단,15
2343,선풍기,15
2344,풀무원,15
2345,상여금,15
2346,조직개편,15
2347,긴축,15
2348,시너지,15
2349,홍대,15
2350,통영,15
2351,바이러스,15
2352,소각,15
2353,등기,15
2354,주차,15
2355,대안,15
2356,개포,15
2357,보편,15
2358,나인,15
2359,인선,15
2360,편백나무,15
2361,자본시장,14
2362,추정,14
2363,희비,14
2364,정전,14
2365,드림,14
2366,건조,14
2367,블랙,14
2368,덕분,14
2369,노동계,14
2370,총파업,14
2371,여건,14
2372,도시락,14
2373,시연,14
2374,캐슬,14
2375,입금,14
2376,미얀마,14
2377,경제정책,14
2378,기름,14
2379,혈액,14
2380,협조,14
2381,하이마트,14
2382,도둑,14
2383,강원랜드,14
2384,지니,14
2385,볼보,14
2386,토종,14
2387,연동,14
2388,대여,14
2389,형사,14
2390,역사,14
2391,전송,14
2392,행성,14
2393,구현,14
2394,주기,14
2395,팔고,14
2396,말레이시아,14
2397,세아,14
2398,자연,14
2399,학습,14
2400,고혈압,14
2401,실수,14
2402,진실,14
2403,서비스업,14
2404,재편,14
2405,라면,14
2406,도서관,14
2407,중계,14
2408,태양,14
2409,만기,14
2410,이중,14
2411,유발,14
2412,약정,14
2413,리나,14
2414,창사,14
2415,다이어트,14
2416,의인,14
2417,외화,14
2418,제어,14
2419,나이,14
2420,폭발,14
2421,잔치,14
2422,동행,14
2423,희귀,14
2424,출퇴근,14
2425,동서식품,14
2426,실천,14
2427,과일,14
2428,구제,14
2429,중국인,14
2430,입국,14
2431,사건,14
2432,소니,14
2433,상공회의소,14
2434,사전예약,14
2435,청정,14
2436,불투명,14
2437,동맹,14
2438,휴직,14
2439,설정,14
2440,연루,14
2441,제자리,14
2442,에프,14
2443,하도급,14
2444,감염병,14
2445,장악,14
2446,주상,14
2447,판다,14
2448,한눈,14
2449,부분,14
2450,실내,14
2451,합성,14
2452,명동,14
2453,유심,14
2454,경북,14
2455,동참,14
2456,차장,14
2457,난항,14
2458,박능후,14
2459,과학자,14
2460,정체,14
2461,주차장,14
2462,퀄컴,14
2463,손해배상,14
2464,노벨,14
2465,조세,14
2466,풍선,14
2467,환원,14
2468,혜주,14
2469,제일,14
2470,출동,14
2471,광명,14
2472,현안,14
2473,고등,14
2474,수립,14
2475,실손,14
2476,환급,14
2477,업그레이드,14
2478,리얼,14
2479,용인,14
2480,취급,14
2481,추월,14
2482,토탈,14
2483,노하우,14
2484,당장,14
2485,대위,14
2486,중과,14
2487,수당,14
2488,금융감독원,14
2489,리포트,14
2490,자제,14
2491,고령,14
2492,월세,14
2493,관절염,14
2494,클리,14
2495,아이스크림,14
2496,오비맥주,14
2497,유해,14
2498,직장,14
2499,주인공,14
2500,반덤핑,14
2501,강경,14
2502,더위,14
2503,면세,14
2504,관세청,14
2505,완판,14
2506,네이처,14
2507,국토,14
2508,리스트,13
2509,선진국,13
2510,새벽,13
2511,경제부총리,13
2512,당일,13
2513,사이버,13
2514,영업정지,13
2515,신선,13
2516,귀국,13
2517,선봬,13
2518,존재,13
2519,강연,13
2520,과잉,13
2521,주제,13
2522,퇴근,13
2523,테마주,13
2524,웨이,13
2525,항공우주,13
2526,주식시장,13
2527,성장동력,13
2528,송전,13
2529,로드맵,13
2530,남북정상회담,13
2531,드라마,13
2532,강도,13
2533,비행기,13
2534,본인,13
2535,포털,13
2536,파이,13
2537,영화관,13
2538,강릉,13
2539,국책,13
2540,난방,13
2541,사면,13
2542,피자,13
2543,도레이,13
2544,정면,13
2545,기술이전,13
2546,서부,13
2547,리서치,13
2548,새만금,13
2549,경유,13
2550,재미,13
2551,중지,13
2552,정권,13
2553,원흥,13
2554,동의,13
2555,캐딜락,13
2556,장인상,13
2557,현재,13
2558,이식,13
2559,성숙,13
2560,상호금융,13
2561,아이템,13
2562,창고,13
2563,무더기,13
2564,수단,13
2565,주권,13
2566,방위,13
2567,근본,13
2568,교역,13
2569,생계,13
2570,패스트,13
2571,경희대,13
2572,청소기,13
2573,마크로,13
2574,일괄,13
2575,노트북,13
2576,신경,13
2577,운송,13
2578,국립,13
2579,미세,13
2580,친환,13
2581,마음,13
2582,산림,13
2583,오리,13
2584,강북,13
2585,프로모션,13
2586,협정,13
2587,우리카드,13
2588,남동,13
2589,뱅킹,13
2590,캐릭터,13
2591,재고,13
2592,변동성,13
2593,대상자,13
2594,거부,13
2595,선점,13
2596,암세포,13
2597,토론,13
2598,내비,13
2599,고혈압약,13
2600,코픽스,13
2601,베이징,13
2602,오렌지,13
2603,정말,13
2604,회사채,13
2605,동네,13
2606,광장,13
2607,빙부,13
2608,채굴,13
2609,암치료,13
2610,교류,13
2611,공정거래법,13
2612,메시지,13
2613,훨훨,13
2614,차로,13
2615,카톡,13
2616,배상,13
2617,정보통신부,13
2618,입법,13
2619,찾기,13
2620,아들,13
2621,가나,13
2622,베일,13
2623,블록딜,13
2624,럭셔리,13
2625,탈취,13
2626,필름,13
2627,실현,13
2628,바퀴,13
2629,후분,13
2630,성적,13
2631,독립성,13
2632,몸집,13
2633,여수,13
2634,분담,13
2635,로메,13
2636,주자,13
2637,본드,13
2638,코딩,13
2639,신동주,13
2640,지주회사,13
2641,파격,13
2642,빈자리,13
2643,센트,13
2644,이행,13
2645,오류,13
2646,휴게소,13
2647,논문,13
2648,스타트,13
2649,자원부,13
2650,고덕,12
2651,진공,12
2652,만족,12
2653,공공,12
2654,드라이브,12
2655,박정호,12
2656,번가,12
2657,정신,12
2658,청산,12
2659,넥스트,12
2660,달새,12
2661,조업,12
2662,한섬,12
2663,부금,12
2664,폭행,12
2665,신건,12
2666,저녁,12
2667,부여,12
2668,컨트롤,12
2669,반도,12
2670,최선,12
2671,남양유업,12
2672,부모,12
2673,동화,12
2674,릴레이,12
2675,스페셜,12
2676,토스,12
2677,상속세,12
2678,일정,12
2679,땅값,12
2680,권리,12
2681,금융투자,12
2682,래미안,12
2683,뚝딱,12
2684,고위,12
