,경제단어
5245,"('미사', 6)"
5246,"('조화', 6)"
5247,"('조스', 6)"
5248,"('저지', 6)"
5249,"('난임', 6)"
5250,"('편리', 6)"
5251,"('천호대로', 6)"
5252,"('정황', 6)"
5253,"('도우미', 6)"
5254,"('자금지원', 6)"
5255,"('반전', 6)"
5256,"('토마스', 6)"
5257,"('봄철', 6)"
5258,"('법무부', 6)"
5259,"('눈독', 6)"
5260,"('젠투', 6)"
5261,"('스트림', 6)"
5262,"('대유', 6)"
5263,"('확약', 6)"
5264,"('김종호', 6)"
5265,"('미투', 6)"
5266,"('평창동계올림픽', 6)"
5267,"('금값', 6)"
5268,"('포스텍', 5)"
5269,"('쌀값', 5)"
5270,"('페리', 5)"
5271,"('기후', 5)"
5272,"('방촌', 5)"
5273,"('수송', 5)"
5274,"('고난', 5)"
5275,"('그늘', 5)"
5276,"('철폐', 5)"
5277,"('처럼', 5)"
5278,"('륜', 5)"
5279,"('가로', 5)"
5280,"('통계청장', 5)"
5281,"('혈당', 5)"
5282,"('끝장', 5)"
5283,"('러', 5)"
5284,"('본상', 5)"
5285,"('모나미', 5)"
5286,"('밀리', 5)"
5287,"('치료법', 5)"
5288,"('촉매', 5)"
5289,"('자세', 5)"
5290,"('호캉스', 5)"
5291,"('셋톱박스', 5)"
5292,"('김수현', 5)"
5293,"('분식', 5)"
5294,"('비소', 5)"
5295,"('자만', 5)"
5296,"('확신', 5)"
5297,"('퓨어', 5)"
5298,"('동성', 5)"
5299,"('메리츠화재', 5)"
5300,"('가야', 5)"
5301,"('차석용', 5)"
5302,"('성실', 5)"
5303,"('아이콘', 5)"
5304,"('관전', 5)"
5305,"('터스', 5)"
5306,"('민주당', 5)"
5307,"('양', 5)"
5308,"('특강', 5)"
5309,"('삼양사', 5)"
5310,"('에릭슨', 5)"
5311,"('세척', 5)"
5312,"('만찬', 5)"
5313,"('실속', 5)"
5314,"('유안', 5)"
5315,"('강요', 5)"
5316,"('모방', 5)"
5317,"('노벨상', 5)"
5318,"('주부', 5)"
5319,"('김택진', 5)"
5320,"('광역시', 5)"
5321,"('적십자사', 5)"
5322,"('파란', 5)"
5323,"('임지원', 5)"
5324,"('에일', 5)"
5325,"('강보', 5)"
5326,"('종금', 5)"
5327,"('티슈', 5)"
5328,"('집주인', 5)"
5329,"('정작', 5)"
5330,"('필기', 5)"
5331,"('바짝', 5)"
5332,"('거물', 5)"
5333,"('플렉스', 5)"
5334,"('유제품', 5)"
5335,"('잇츠온', 5)"
5336,"('리프', 5)"
5337,"('블랙홀', 5)"
5338,"('이일형', 5)"
5339,"('김윤', 5)"
5340,"('삼양', 5)"
5341,"('정확도', 5)"
5342,"('파키스탄', 5)"
5343,"('빨래', 5)"
5344,"('타이밍', 5)"
5345,"('흥국', 5)"
5346,"('종결', 5)"
5347,"('조금', 5)"
5348,"('링', 5)"
5349,"('속옷', 5)"
5350,"('전자레인지', 5)"
5351,"('억', 5)"
5352,"('영향력', 5)"
5353,"('케뱅', 5)"
5354,"('대국', 5)"
5355,"('진전', 5)"
5356,"('전동', 5)"
5357,"('중남미', 5)"
5358,"('미노', 5)"
5359,"('분량', 5)"
5360,"('회계사', 5)"
5361,"('몸살', 5)"
5362,"('표류', 5)"
5363,"('베르디', 5)"
5364,"('에듀', 5)"
5365,"('모닝', 5)"
5366,"('샌드박스', 5)"
5367,"('배그', 5)"
5368,"('헬리', 5)"
5369,"('자구', 5)"
5370,"('안나', 5)"
5371,"('트위터', 5)"
5372,"('박현종', 5)"
5373,"('미군기지', 5)"
5374,"('광폭', 5)"
5375,"('관리종목', 5)"
5376,"('분조', 5)"
5377,"('어찌', 5)"
5378,"('원자력안전위', 5)"
5379,"('이재환', 5)"
5380,"('반성', 5)"
5381,"('정위', 5)"
5382,"('종양', 5)"
5383,"('이우현', 5)"
5384,"('폭증', 5)"
5385,"('창호', 5)"
5386,"('가로등', 5)"
5387,"('응급환자', 5)"
5388,"('컨', 5)"
5389,"('펀더', 5)"
5390,"('오염', 5)"
5391,"('나들이', 5)"
5392,"('거시경제', 5)"
5393,"('사이드', 5)"
5394,"('절대', 5)"
5395,"('원안', 5)"
5396,"('델', 5)"
5397,"('지스', 5)"
5398,"('대용', 5)"
5399,"('독거', 5)"
5400,"('한글', 5)"
5401,"('출원', 5)"
5402,"('필요시', 5)"
5403,"('전광판', 5)"
5404,"('패싱', 5)"
5405,"('유정', 5)"
5406,"('이용권', 5)"
5407,"('메리', 5)"
5408,"('가가', 5)"
5409,"('유효', 5)"
5410,"('패혈증', 5)"
5411,"('하버드', 5)"
5412,"('엑소더스', 5)"
5413,"('아이유', 5)"
5414,"('동아시아', 5)"
5415,"('민족', 5)"
5416,"('후판', 5)"
5417,"('로지', 5)"
5418,"('밸류', 5)"
5419,"('열전', 5)"
5420,"('세븐', 5)"
5421,"('하청', 5)"
5422,"('세탁', 5)"
5423,"('공법', 5)"
5424,"('시드', 5)"
5425,"('거취', 5)"
5426,"('대리인', 5)"
5427,"('변방', 5)"
5428,"('콤', 5)"
5429,"('아울렛', 5)"
5430,"('장면', 5)"
5431,"('형성', 5)"
5432,"('앞차', 5)"
5433,"('헤드', 5)"
5434,"('그때', 5)"
5435,"('보상금', 5)"
5436,"('생애', 5)"
5437,"('아산병원', 5)"
5438,"('실률', 5)"
5439,"('절하', 5)"
5440,"('진동', 5)"
5441,"('타당성', 5)"
5442,"('군사', 5)"
5443,"('와중', 5)"
5444,"('용접', 5)"
5445,"('숙련', 5)"
5446,"('사채', 5)"
5447,"('광학', 5)"
5448,"('교과서', 5)"
5449,"('오명', 5)"
5450,"('쌍끌이', 5)"
5451,"('롱', 5)"
5452,"('제각각', 5)"
5453,"('수조', 5)"
5454,"('착용', 5)"
5455,"('초등학교', 5)"
5456,"('창의', 5)"
5457,"('니트', 5)"
5458,"('할로윈', 5)"
5459,"('부천', 5)"
5460,"('장도', 5)"
5461,"('노래방', 5)"
5462,"('니콘', 5)"
5463,"('불법행위', 5)"
5464,"('삼만리', 5)"
5465,"('방이', 5)"
5466,"('여권', 5)"
5467,"('개월새', 5)"
5468,"('서브', 5)"
5469,"('롭스', 5)"
5470,"('스펙', 5)"
5471,"('사모', 5)"
5472,"('그래픽', 5)"
5473,"('진드기', 5)"
5474,"('기각', 5)"
5475,"('이라크', 5)"
5476,"('트랙', 5)"
5477,"('전보', 5)"
5478,"('디자인상', 5)"
5479,"('감안', 5)"
5480,"('공률', 5)"
5481,"('열혈강호', 5)"
5482,"('법률', 5)"
5483,"('뷰노', 5)"
5484,"('정화', 5)"
5485,"('늑장', 5)"
5486,"('보라', 5)"
5487,"('증대', 5)"
5488,"('소속사', 5)"
5489,"('밥버거', 5)"
5490,"('고요', 5)"
5491,"('패권', 5)"
5492,"('마법', 5)"
5493,"('개월내', 5)"
5494,"('항목', 5)"
5495,"('경동나비엔', 5)"
5496,"('굿', 5)"
5497,"('혹시', 5)"
5498,"('대학교', 5)"
5499,"('피치', 5)"
5500,"('정수', 5)"
5501,"('다이아몬드', 5)"
5502,"('밀라노', 5)"
5503,"('알리', 5)"
5504,"('멀리', 5)"
5505,"('선두', 5)"
5506,"('아웃렛', 5)"
5507,"('엄중', 5)"
5508,"('우왕좌왕', 5)"
5509,"('고양이', 5)"
5510,"('생선', 5)"
5511,"('최승재', 5)"
5512,"('만기일', 5)"
5513,"('모기', 5)"
5514,"('곤충', 5)"
5515,"('위서', 5)"
5516,"('전매', 5)"
5517,"('근절', 5)"
5518,"('삭감', 5)"
5519,"('순방', 5)"
5520,"('프레임', 5)"
5521,"('도마', 5)"
5522,"('내리막', 5)"
5523,"('스프링', 5)"
5524,"('수순', 5)"
5525,"('열차', 5)"
5526,"('밭', 5)"
5527,"('쥐', 5)"
5528,"('일용직', 5)"
5529,"('두부', 5)"
5530,"('밀양', 5)"
5531,"('자원봉사', 5)"
5532,"('동등', 5)"
5533,"('장남', 5)"
5534,"('김태영', 5)"
5535,"('궤도', 5)"
5536,"('재팬', 5)"
5537,"('필요성', 5)"
5538,"('야간', 5)"
5539,"('만료', 5)"
5540,"('기획전', 5)"
5541,"('메이', 5)"
5542,"('작용', 5)"
5543,"('건국대', 5)"
5544,"('상표권', 5)"
5545,"('다세대', 5)"
5546,"('햇살', 5)"
5547,"('잎', 5)"
5548,"('조항', 5)"
5549,"('장보기', 5)"
5550,"('풀프레임', 5)"
5551,"('상정', 5)"
5552,"('결별', 5)"
5553,"('풍경', 5)"
5554,"('융자', 5)"
5555,"('프린팅', 5)"
5556,"('넵튠', 5)"
5557,"('충분', 5)"
5558,"('왕복', 5)"
5559,"('페인트', 5)"
5560,"('색', 5)"
5561,"('피싱', 5)"
5562,"('바이어', 5)"
5563,"('제임스', 5)"
5564,"('즉석밥', 5)"
5565,"('동북', 5)"
5566,"('랩셀', 5)"
5567,"('적응', 5)"
5568,"('드라이어', 5)"
5569,"('칠성', 5)"
5570,"('가상현실', 5)"
5571,"('직권', 5)"
5572,"('봉투', 5)"
5573,"('생리', 5)"
5574,"('경량', 5)"
5575,"('크리스', 5)"
5576,"('장시간', 5)"
5577,"('예방접종', 5)"
5578,"('정보공개', 5)"
5579,"('라이엇', 5)"
5580,"('싱글', 5)"
5581,"('하와이', 5)"
5582,"('말리부', 5)"
5583,"('수사의뢰', 5)"
5584,"('강남구', 5)"
5585,"('캠코', 5)"
5586,"('볼트', 5)"
5587,"('판권', 5)"
5588,"('부가세', 5)"
5589,"('중년', 5)"
5590,"('시장점유율', 5)"
5591,"('주전', 5)"
5592,"('정관', 5)"
5593,"('패션쇼', 5)"
5594,"('등록금', 5)"
5595,"('표준화', 5)"
5596,"('중점', 5)"
5597,"('닉스', 5)"
5598,"('화성공장', 5)"
5599,"('마찰', 5)"
5600,"('성동구', 5)"
5601,"('행시', 5)"
5602,"('작가', 5)"
5603,"('뒷받침', 5)"
5604,"('한복', 5)"
5605,"('퀀텀', 5)"
5606,"('소믈리에', 5)"
5607,"('구글플레이', 5)"
5608,"('마이크론', 5)"
5609,"('용돈', 5)"
5610,"('진검', 5)"
5611,"('봅슬레이', 5)"
5612,"('휴지', 5)"
5613,"('이재웅', 5)"
5614,"('근로장려금', 5)"
5615,"('분수령', 5)"
5616,"('본회의', 5)"
5617,"('부동', 5)"
5618,"('유창', 5)"
5619,"('지적도', 5)"
5620,"('회전', 5)"
5621,"('납', 5)"
5622,"('감성', 5)"
5623,"('다양성', 5)"
5624,"('로보', 5)"
5625,"('자살', 5)"
5626,"('명문', 5)"
5627,"('매파', 5)"
5628,"('환경호르몬', 5)"
5629,"('비정상', 5)"
5630,"('반려', 5)"
5631,"('이체', 5)"
5632,"('농도', 5)"
5633,"('경배', 5)"
5634,"('푸른밤', 5)"
5635,"('트루', 5)"
5636,"('빔', 5)"
5637,"('시정', 5)"
5638,"('형평성', 5)"
5639,"('중소형주', 5)"
5640,"('주선', 5)"
5641,"('이사철', 5)"
5642,"('배틀로얄', 5)"
5643,"('양해각서', 5)"
5644,"('박근혜', 5)"
5645,"('금요일', 5)"
5646,"('스톤', 5)"
5647,"('인턴십', 5)"
5648,"('장애물', 5)"
5649,"('알약', 5)"
5650,"('반쪽', 5)"
5651,"('차라리', 5)"
5652,"('셈', 5)"
5653,"('모임', 5)"
5654,"('스폰서', 5)"
5655,"('간암', 5)"
5656,"('지질', 5)"
5657,"('얼굴인식', 5)"
5658,"('엄포', 5)"
5659,"('곡', 5)"
5660,"('꼴찌', 5)"
5661,"('전투', 5)"
5662,"('계란', 5)"
5663,"('잼', 5)"
5664,"('명소', 5)"
5665,"('항체', 5)"
5666,"('온상', 5)"
5667,"('빨대', 5)"
5668,"('모피', 5)"
5669,"('소사', 5)"
5670,"('조율', 5)"
5671,"('유치원', 5)"
5672,"('양보', 5)"
5673,"('수위', 5)"
5674,"('운동화', 5)"
5675,"('존중', 5)"
5676,"('딜로이트', 5)"
5677,"('킬러', 5)"
5678,"('타이', 5)"
5679,"('젤리', 5)"
5680,"('호랑이', 5)"
5681,"('닛산', 5)"
5682,"('수명', 5)"
5683,"('토리', 5)"
5684,"('안산', 5)"
5685,"('최후', 5)"
5686,"('농사', 5)"
5687,"('구도', 5)"
5688,"('대량', 5)"
5689,"('은평', 5)"
5690,"('만능', 5)"
5691,"('시가', 5)"
5692,"('아키', 5)"
5693,"('워런', 5)"
5694,"('헤지', 5)"
5695,"('자초', 5)"
5696,"('화장실', 5)"
5697,"('광고주', 5)"
5698,"('상회', 5)"
5699,"('여주', 5)"
5700,"('서지', 5)"
5701,"('김현석', 5)"
5702,"('다빈치', 5)"
5703,"('디벨로퍼', 5)"
5704,"('왜곡', 5)"
5705,"('징후', 5)"
5706,"('기소', 5)"
5707,"('버블', 5)"
5708,"('반찬', 5)"
5709,"('생존권', 5)"
5710,"('재계약', 5)"
5711,"('강판', 5)"
5712,"('비슷', 5)"
5713,"('중독', 5)"
5714,"('김포공항', 5)"
5715,"('마인', 5)"
5716,"('릭', 5)"
5717,"('핸드', 5)"
5718,"('센텀', 5)"
5719,"('눈덩이', 5)"
5720,"('고온', 5)"
5721,"('호수', 5)"
5722,"('생활용품', 5)"
5723,"('워크아웃', 5)"
5724,"('종로구', 5)"
5725,"('블러드', 5)"
5726,"('족쇄', 5)"
5727,"('안과', 5)"
5728,"('원단', 5)"
5729,"('임야', 5)"
5730,"('돕기', 5)"
5731,"('발매', 5)"
5732,"('절상', 5)"
5733,"('비자', 5)"
5734,"('이태원', 5)"
5735,"('의회', 5)"
5736,"('집사', 5)"
5737,"('당한', 5)"
5738,"('골재', 5)"
5739,"('이산가족', 5)"
5740,"('테니스', 5)"
5741,"('어깨', 5)"
5742,"('용액', 5)"
5743,"('자본잠식', 5)"
5744,"('회식', 5)"
5745,"('보폭', 5)"
5746,"('가파른', 5)"
5747,"('피파', 5)"
5748,"('대립', 5)"
5749,"('한해', 5)"
5750,"('꿀', 5)"
5751,"('정액', 5)"
5752,"('박물관', 5)"
5753,"('고동진', 5)"
5754,"('영상통화', 5)"
5755,"('재판', 5)"
5756,"('회계감사', 5)"
5757,"('공동체', 5)"
5758,"('로사', 5)"
5759,"('미소', 5)"
5760,"('사료', 5)"
5761,"('사운드', 5)"
5762,"('박성훈', 5)"
5763,"('윤용', 5)"
5764,"('한상범', 5)"
5765,"('꼬북칩', 5)"
5766,"('커피빈', 5)"
5767,"('놀이', 5)"
5768,"('관객', 5)"
5769,"('간소화', 5)"
5770,"('지인', 5)"
5771,"('원룸', 5)"
5772,"('외자', 5)"
5773,"('출전', 5)"
5774,"('총력전', 5)"
5775,"('핑크', 5)"
5776,"('유공', 5)"
5777,"('승용차', 5)"
5778,"('보아', 5)"
5779,"('합병증', 5)"
5780,"('민수', 5)"
5781,"('도서', 5)"
5782,"('김석준', 5)"
5783,"('애물', 5)"
5784,"('한여름', 5)"
5785,"('껌', 5)"
5786,"('관악', 5)"
5787,"('팔지', 5)"
5788,"('봉합', 5)"
5789,"('정찬', 5)"
5790,"('이의제기', 5)"
5791,"('보너스', 5)"
5792,"('사회주의', 5)"
5793,"('쿠킹', 5)"
5794,"('포도', 5)"
5795,"('듀오', 5)"
5796,"('역주행', 5)"
5797,"('웃음', 5)"
5798,"('네오위즈', 5)"
5799,"('부가', 5)"
5800,"('장소', 5)"
5801,"('실망', 5)"
5802,"('슈', 5)"
5803,"('정몽규', 5)"
5804,"('절세', 5)"
5805,"('번복', 5)"
5806,"('미니스톱', 5)"
5807,"('무조건', 5)"
5808,"('가폰', 5)"
5809,"('무색', 5)"
5810,"('시련', 5)"
5811,"('루머', 5)"
5812,"('돌이', 5)"
5813,"('매듭', 5)"
5814,"('건기', 5)"
5815,"('덤핑', 5)"
5816,"('어제', 5)"
5817,"('자랑', 5)"
5818,"('숙취', 5)"
5819,"('치킨게임', 5)"
5820,"('쌍', 5)"
5821,"('퍼블리싱', 5)"
5822,"('마블', 5)"
5823,"('채팅', 5)"
5824,"('꼴', 5)"
5825,"('재원', 5)"
5826,"('영남', 5)"
5827,"('델타항공', 5)"
5828,"('재산세', 5)"
5829,"('유탄', 5)"
5830,"('이혼', 5)"
5831,"('널뛰기', 5)"
5832,"('프라', 5)"
5833,"('공약', 5)"
5834,"('소형차', 5)"
5835,"('라이나', 5)"
5836,"('금메달', 5)"
5837,"('쏠', 5)"
5838,"('치안', 5)"
5839,"('할당', 5)"
5840,"('소방관', 5)"
5841,"('장하준', 5)"
5842,"('섭', 5)"
5843,"('톱텍', 5)"
5844,"('영동대로', 5)"
5845,"('양도소득세', 5)"
5846,"('그리드', 5)"
5847,"('외형', 5)"
5848,"('간호', 5)"
5849,"('투썸플레이스', 5)"
5850,"('증세', 5)"
5851,"('무역흑자', 5)"
5852,"('난치', 5)"
5853,"('의약', 5)"
5854,"('진보', 5)"
5855,"('하도급법', 5)"
5856,"('전혀', 5)"
5857,"('방울', 5)"
5858,"('내정자', 5)"
5859,"('가죽', 5)"
5860,"('개인정보보호법', 5)"
5861,"('노동시간', 5)"
5862,"('세운상가', 5)"
5863,"('공고', 5)"
5864,"('사다리', 5)"
5865,"('비급', 5)"
5866,"('곤', 5)"
5867,"('정시', 5)"
5868,"('상암', 5)"
5869,"('교정', 5)"
5870,"('장지수', 5)"
5871,"('산출', 5)"
5872,"('탑승', 5)"
5873,"('무한', 5)"
5874,"('축', 5)"
5875,"('일몰', 5)"
5876,"('레미콘', 5)"
5877,"('전화번호', 5)"
5878,"('할리우드', 5)"
5879,"('모스크바', 5)"
5880,"('거세', 5)"
5881,"('느낌', 5)"
5882,"('집결', 5)"
5883,"('은마', 5)"
5884,"('성용', 5)"
5885,"('서초동', 5)"
5886,"('정직', 5)"
5887,"('로레알', 5)"
5888,"('단종', 5)"
5889,"('국정', 5)"
5890,"('전철역', 5)"
5891,"('대역', 5)"
5892,"('제철소', 5)"
5893,"('바스', 5)"
5894,"('성은', 5)"
5895,"('주연', 5)"
5896,"('사직', 5)"
5897,"('데이비드', 5)"
5898,"('사양', 5)"
5899,"('폭스바겐', 5)"
5900,"('랜드로버', 5)"
5901,"('연례', 5)"
5902,"('인피니티', 5)"
5903,"('귀', 5)"
5904,"('배럴', 5)"
5905,"('대심', 5)"
5906,"('전환사채', 5)"
5907,"('수가', 5)"
5908,"('정세', 5)"
5909,"('신동', 5)"
5910,"('남훈', 5)"
5911,"('키이스트', 5)"
5912,"('예의', 5)"
5913,"('평판', 5)"
5914,"('불이익', 5)"
5915,"('질적', 5)"
5916,"('인위', 5)"
5917,"('김영상', 5)"
5918,"('엔진오일', 5)"
5919,"('인적', 5)"
5920,"('그램', 5)"
5921,"('빈소', 5)"
5922,"('후계', 5)"
5923,"('외출', 5)"
5924,"('그레이', 5)"
5925,"('신평', 5)"
5926,"('마력', 5)"
5927,"('접', 5)"
5928,"('발코니', 5)"
5929,"('혼다', 5)"
5930,"('인플레이션', 5)"
5931,"('익명', 5)"
5932,"('김대철', 5)"
5933,"('응대', 5)"
5934,"('해태제과', 5)"
5935,"('쏘렌토', 5)"
5936,"('청량리역', 5)"
5937,"('도보', 5)"
5938,"('역습', 5)"
5939,"('레쉬', 5)"
5940,"('패류', 5)"
5941,"('포상', 5)"
5942,"('특별검사', 5)"
5943,"('트라우마', 5)"
5944,"('대표자', 5)"
5945,"('광해', 5)"
5946,"('특단', 5)"
5947,"('유광열', 5)"
5948,"('이익환', 5)"
5949,"('성화', 5)"
5950,"('최장수', 5)"
5951,"('배분', 5)"
5952,"('듀랑', 5)"
5953,"('상일동', 5)"
5954,"('법제처', 5)"
5955,"('금융실명제', 5)"
5956,"('존경', 5)"
5957,"('호칭', 5)"
5958,"('밸런타인데이', 5)"
5959,"('다보스', 5)"
5960,"('별곡', 5)"
5961,"('도자기', 4)"
5962,"('리기', 4)"
5963,"('제작사', 4)"
5964,"('타이거', 4)"
5965,"('루닛', 4)"
5966,"('판독', 4)"
5967,"('멤버', 4)"
5968,"('헤비', 4)"
5969,"('우진', 4)"
5970,"('삼부', 4)"
5971,"('디지털화', 4)"
5972,"('문고', 4)"
5973,"('윙', 4)"
5974,"('벨기에', 4)"
5975,"('한창', 4)"
5976,"('고도', 4)"
5977,"('원자로', 4)"
5978,"('구동', 4)"
5979,"('반품', 4)"
5980,"('아이오', 4)"
5981,"('캡', 4)"
5982,"('양양', 4)"
5983,"('상치', 4)"
5984,"('렉스', 4)"
5985,"('피부염', 4)"
5986,"('익스', 4)"
5987,"('더미', 4)"
5988,"('사이더', 4)"
5989,"('천하', 4)"
5990,"('후진', 4)"
5991,"('적격', 4)"
5992,"('열정', 4)"
5993,"('시뮬레이션', 4)"
5994,"('블랙프라이데이', 4)"
5995,"('정치인', 4)"
5996,"('기차', 4)"
5997,"('주주총회', 4)"
5998,"('기형', 4)"
5999,"('사무소', 4)"
6000,"('부회', 4)"
6001,"('무상증자', 4)"
6002,"('흉터', 4)"
6003,"('볼거리', 4)"
6004,"('정신질환', 4)"
6005,"('재차', 4)"
6006,"('투매', 4)"
6007,"('스파오', 4)"
6008,"('대장암', 4)"
6009,"('보릿고개', 4)"
6010,"('난색', 4)"
6011,"('한남동', 4)"
6012,"('거짓말', 4)"
6013,"('엑스포', 4)"
6014,"('퇴짜', 4)"
6015,"('가천대', 4)"
6016,"('라이카', 4)"
6017,"('뜰', 4)"
6018,"('동일', 4)"
6019,"('합세', 4)"
6020,"('합치', 4)"
6021,"('집도', 4)"
6022,"('근육', 4)"
6023,"('견적', 4)"
6024,"('세액', 4)"
6025,"('고종완', 4)"
6026,"('이익공유제', 4)"
6027,"('명도', 4)"
6028,"('토요타', 4)"
6029,"('디딤돌', 4)"
6030,"('수력', 4)"
6031,"('장터', 4)"
6032,"('위니', 4)"
6033,"('딤채', 4)"
6034,"('티맵', 4)"
6035,"('금탑', 4)"
6036,"('지로', 4)"
6037,"('모델하우스', 4)"
6038,"('크리스마스', 4)"
6039,"('나스', 4)"
6040,"('공구', 4)"
6041,"('위암', 4)"
6042,"('금강산관광', 4)"
6043,"('다국적', 4)"
6044,"('객', 4)"
6045,"('특화된', 4)"
6046,"('되레', 4)"
6047,"('권위', 4)"
6048,"('중산층', 4)"
6049,"('댄스', 4)"
6050,"('섭취', 4)"
6051,"('프로세서', 4)"
6052,"('보름', 4)"
6053,"('자국', 4)"
6054,"('한경희', 4)"
6055,"('선데이', 4)"
6056,"('토즈', 4)"
6057,"('사은', 4)"
6058,"('덫', 4)"
6059,"('견학', 4)"
6060,"('여러', 4)"
6061,"('암흑', 4)"
6062,"('요기', 4)"
6063,"('외풍', 4)"
6064,"('연예인', 4)"
6065,"('단말', 4)"
6066,"('로봇수술', 4)"
6067,"('스틱', 4)"
6068,"('현황', 4)"
6069,"('인더스', 4)"
6070,"('일침', 4)"
6071,"('소년', 4)"
6072,"('문어', 4)"
6073,"('표현', 4)"
6074,"('베개', 4)"
6075,"('좀비', 4)"
6076,"('개회', 4)"
6077,"('마비', 4)"
6078,"('계단', 4)"
6079,"('방향성', 4)"
6080,"('에지', 4)"
6081,"('미사일', 4)"
6082,"('응급의료', 4)"
6083,"('쓱', 4)"
6084,"('구단', 4)"
6085,"('치즈', 4)"
6086,"('반짝', 4)"
6087,"('유포', 4)"
6088,"('유기농', 4)"
6089,"('인방', 4)"
6090,"('경쟁자', 4)"
6091,"('줄자', 4)"
6092,"('쉐보레', 4)"
6093,"('두루', 4)"
6094,"('굴비', 4)"
6095,"('참모', 4)"
6096,"('연구실', 4)"
6097,"('국세', 4)"
6098,"('밀고', 4)"
6099,"('수질', 4)"
6100,"('토비', 4)"
6101,"('열량', 4)"
6102,"('고려아연', 4)"
6103,"('미드', 4)"
6104,"('이집트', 4)"
6105,"('방문객', 4)"
6106,"('기분', 4)"
6107,"('방사', 4)"
6108,"('환인제약', 4)"
6109,"('유엔', 4)"
6110,"('세션', 4)"
6111,"('스킨', 4)"
6112,"('부양', 4)"
6113,"('지휘', 4)"
6114,"('맛동산', 4)"
6115,"('나야', 4)"
6116,"('로만', 4)"
6117,"('항의', 4)"
6118,"('전락', 4)"
6119,"('억원', 4)"
6120,"('국제무역', 4)"
6121,"('장인', 4)"
6122,"('샤프', 4)"
6123,"('카이', 4)"
6124,"('불완전', 4)"
6125,"('랭킹', 4)"
6126,"('위태', 4)"
6127,"('할랄', 4)"
6128,"('스틱스', 4)"
6129,"('역차별', 4)"
6130,"('블소', 4)"
6131,"('여대', 4)"
6132,"('곳도', 4)"
6133,"('델리', 4)"
6134,"('청바지', 4)"
6135,"('혁신도시', 4)"
6136,"('뇌관', 4)"
6137,"('아이스팩', 4)"
6138,"('매립', 4)"
6139,"('겸', 4)"
6140,"('실력', 4)"
6141,"('인종', 4)"
6142,"('냉각', 4)"
6143,"('연구기관', 4)"
6144,"('소진', 4)"
6145,"('숙성', 4)"
6146,"('메인', 4)"
6147,"('밴드', 4)"
6148,"('코르', 4)"
6149,"('철학', 4)"
6150,"('태양계', 4)"
6151,"('동전', 4)"
6152,"('질라', 4)"
6153,"('전자상거래', 4)"
6154,"('해군', 4)"
6155,"('소금', 4)"
6156,"('하노이', 4)"
6157,"('뻥튀기', 4)"
6158,"('중복', 4)"
